id,nome,ultimo_status,ultima_execucao,taxa_sucesso_pct,coletado_em
05c4b87d-a3af-446a-b4cc-cbf6c2a48f23,Google Sheets → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-27T21:00:02Z,99.9,2026-08-27T22:07:25.139239+00:00
a4525850-86b3-41bb-afb6-730925c715d1,Google Sheets - COMUNIDADE_VIVA_DIVIDENDOS_CONTATOS → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-27T17:00Z,100.0,2026-08-27T22:07:25.139244+00:00
4510372f-9143-4e2d-b03c-7812605ee9ec,Google Sheets - WEALTH → Snowflake - WEALTH,success,2026-08-27T16:00:01Z,100.0,2026-08-27T22:07:25.139247+00:00
ce0fe804-a5b4-41bb-8756-a5f0cfd8ca88,Postgres - Status Invest - Wallet Reader → Snowflake - RAW STATUS_INVEST,success,2026-08-27T20:44:04Z,100.0,2026-08-27T22:07:25.139250+00:00
875f4425-a9b7-45d8-98b5-b2943fb2a7b5,Google Sheets - BI QTD_ASSESSORES → Snowflake RAW_SUNO_LEGADO - ASSESSORIA,success,2026-08-27T16:00:01Z,100.0,2026-08-27T22:07:25.139253+00:00
0d98f09b-148c-427c-b35b-79fd89daa949,Postgres - SUNO CORE PROD → Snowflake - RAW_SUNO_CORE  - SUNO_CORE_PROD,success,2026-08-27T22:00:05Z,99.8,2026-08-27T22:07:25.139257+00:00
0977051e-a19b-4140-ace3-a67ec1775fe7,Google Sheets - WEALTH_AUM_XP_US → Snowflake - RAW_SUNO_LEGADO - WEALTH,success,2026-08-27T16:30:01Z,100.0,2026-08-27T22:07:25.139264+00:00
f4587ca1-786f-464a-bd15-fee6cac2cc56,Google Sheets - SUNOCODE 11/2025 → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-27T18:35:37Z,99.9,2026-08-27T22:07:25.139267+00:00
56f0de5d-aa42-4d53-b757-12940e91f589,Instagram → Snowflake - RAW_MARKETING - INSTAGRAM,success,2026-08-27T21:00:02Z,98.4,2026-08-27T22:07:25.139269+00:00
4f0ec015-8a73-45fb-9b1e-a8cdfe393c1a,HOURLY UPDATE - Salesforce → Snowflake - RAW_SALESFORCE - Salesforce,failed,2026-08-27T21:00Z,87.3,2026-08-27T22:07:25.139272+00:00
0987bf5b-66f1-4e90-90a9-e48813fa232a,Google Sheets - Clientes Consultoria → Snowflake - RAW_SUNO_LEGADO - CONSULTORIA,success,2026-08-27T21:00Z,99.9,2026-08-27T22:07:25.139279+00:00
37fb6f66-435c-45a4-b101-d10ddebd0133,Google Sheets - SALDOS_BTG_XP → Snowflake - RAW_SUNO_LEGADO - ASSET,success,2026-08-27T16:30Z,99.4,2026-08-27T22:07:25.139282+00:00
0dabe0fa-c09c-4f19-8243-af7274405a7f,Google Sheets - BI METAS → Snowflake RAW_SUNO_LEGADO - ASSESSORIA,success,2026-08-27T15:00:03Z,100.0,2026-08-27T22:07:25.139287+00:00
cbaab7c3-d9eb-49ff-a2db-cc67054d553c,Google Sheets - Fundos e Pares → Snowflake - RAW_MARKETING - MIDIAS,success,2026-08-27T16:00Z,100.0,2026-08-27T22:07:25.139291+00:00
a428a846-88cd-4b4d-8d95-116439a9c2c7,SALES - PG_SI_APP - SNOW_RAW_STATUS_INVEST,success,2026-08-27T18:00:01Z,95.1,2026-08-27T22:07:25.139295+00:00
6c9e7c3b-4181-4c18-b062-32484015a2d2,Google Sheets - LEADS_FUNIL_SUBFUNIL_DE_PARA → Snowflake - RAW_MARKETING - LEADS,success,2026-08-27T21:00:02Z,99.9,2026-08-27T22:07:25.139305+00:00
ceba8008-0786-4211-ba9b-6c20d1374502,Google Sheets - PEERS_FUNDS_SUNO → Snowflake - RAW_SUNO_LEGADO - ASSET,success,2026-08-27T23:15Z,99.5,2026-08-28T00:17:58.553500+00:00
1d0b3025-c7a6-4d41-b3a6-dd7039dac570,Google Sheets - METAS_DIA_CANAL_ACAO → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-27T23:30Z,99.7,2026-08-28T00:17:58.553529+00:00
